"","variable","relative_importance","scaled_importance","percentage"
"99","Team.LB.2.ovr",0.0521136596798897,0.0521136596798897,0.00550218590562359
"100","Team.Opponent.DL.1.ovr",0.0519785396754742,0.0519785396754742,0.00548791986887949
"101","Matchup.WRCB3.Team",0.0518369749188423,0.0518369749188423,0.00547297339201608
"102","Team.WR.3.ovr",0.0517832413315773,0.0517832413315773,0.00546730017335663
"103","Week.10",0.051056869328022,0.051056869328022,0.00539060945877717
"104","Team.Opponent.FS.1.ovr",0.0506742149591446,0.0506742149591446,0.00535020862168196
"105","LBs.Opponent",0.0497986450791359,0.0497986450791359,0.00525776552168161
"106","Team.TE.1.ovr",0.0495281293988228,0.0495281293988228,0.00522920434266229
"107","Team.Opponent.OL.1.ovr",0.0492763966321945,0.0492763966321945,0.00520262627293866
"108","variable.HomeAbr",0.0470862947404385,0.0470862947404385,0.00497139423445356
"109","OL.Opponent",0.0463603548705578,0.0463603548705578,0.00489474914476071
"110","Week.1",0.0460352711379528,0.0460352711379528,0.00486042664385263
"111","Week.17",0.0456322096288204,0.0456322096288204,0.00481787121081895
"112","Week.16",0.0450262911617756,0.0450262911617756,0.00475389804006469
"113","Matchup.RB1DL.Opponent",0.044721782207489,0.044721782207489,0.00472174783440453
"114","Week.5",0.040179081261158,0.040179081261158,0.00424212722679614
"115","Week.4",0.0398263707756996,0.0398263707756996,0.00420488787968877
"116","Depth.WR9",0.0392600409686565,0.0392600409686565,0.00414509449919338
"117","Week.2",0.0369896553456783,0.0369896553456783,0.00390538606474809
"118","Week.9",0.0283721908926964,0.0283721908926964,0.00299554991532666
"119","Week.13",0.0252025853842497,0.0252025853842497,0.00266090140163396
"120","Week.7",0.0235106348991394,0.0235106348991394,0.00248226443448619
"121","Week.14",0.0221458245068789,0.0221458245068789,0.00233816707977589
"122","Week.8",0.0196022652089596,0.0196022652089596,0.00206961683392682
"123","Week.3",0.0193261038511992,0.0193261038511992,0.00204045958149663
"124","Week.11",0.0183538161218166,0.0183538161218166,0.00193780496323186
"125","Depth.WR10",0.0161409005522728,0.0161409005522728,0.00170416424538802
"126","Week.15",0.0159847568720579,0.0159847568720579,0.00168767851857843
"127","Depth.WR11",0.0148946586996317,0.0148946586996317,0.00157258541560098
"128","Depth.WR12",0.0138610322028399,0.0138610322028399,0.00146345462000418
"129","Week.missing(NA)",0,0,0
"130","Depth.missing(NA)",0,0,0
"131","variable.missing(NA)",0,0,0
